Word,Sentiment,Sentiment Confidence
sunny,positive,0.018679965
left,positive,0.008818515
college,positive,-0.0010557603
pa,positive,0.019838575
graphic,positive,0.0069066435
minimal,neutral,0.02103445
iconography,negative,0.017863858
accept,negative,0.01486633
document,positive,-0.007723448
delayedcancelle,negative,-0.0136853205
blah,positive,0.010072447
memphis,positive,0.019005347
magic,positive,0.019497734
desperately,positive,0.011100598
sooooo,negative,0.007869968
decent,neutral,0.018359274
flightchecke,neutral,0.006818276
oak,negative,0.008839816
radioi,neutral,0.009412155
often,negative,0.012967881
didintereste,negative,0.012778677
tcmparty,positive,0.002198428
ce3k,negative,0.018347807
31daysofoscar,positive,0.014179375
view,positive,0.019080695
los,neutral,0.019912228
angeles,neutral,0.008805819
hollywood,negative,0.0067668427
mountain,negative,0.010202255
plse,neutral,0.014832739
methe,positive,-0.012660967
t,negative,0.012231056
nogood,neutral,0.010384709
mdw,neutral,0.011266433
mke,positive,-0.0044725835
better,positive,0.01972137
837,positive,0.016614549
overflow,neutral,0.010910653
plumber,positive,0.0055210255
across,negative,0.0062966347
sec,negative,-0.004695045
browser,positive,0.016882822
checkouterror,negative,0.0063671283
increase,neutral,0.018190656
358,positive,0.020245388
dounotwantmybusiness,positive,0.0028562322
57,positive,0.007841095
diabetic,negative,0.00930468
insulin,neutral,0.0143878795
woman,positive,0.013314139
unreasonable,positive,0.014176939
monitor,negative,0.017556041
january,neutral,0.0062176026
fakeaward,positive,0.02134977
luvisbetter,positive,0.019856516
hook,negative,0.0044108685
alternate,negative,0.021090165
cpus,positive,0.005223805
jfklax,neutral,0.01669417
topnews,negative,0.020881295
arab,positive,0.008115295
emirate,negative,0.019863378
800number,negative,-9.107217e-05
a320,negative,0.020156942
ugh,neutral,0.016476918
srsly,positive,-0.0066111675
eternity,positive,0.0015390441
5ammisery,positive,0.01971905
dualcam,positive,0.012588285
2500,positive,0.02144171
within,positive,0.017945386
communicationcompetition,positive,0.009940229
435,neutral,-0.0034716371
457,positive,0.018752381
upcoming,neutral,-0.0025921408
bible,neutral,0.011375908
kitchen,positive,0.015396606
advice,neutral,0.014571428
us5235,positive,0.0206386
759,neutral,0.009599069
solate,neutral,0.020736255
this“jetblue,positive,0.0052660797
rebookplease,neutral,0.016874272
elevate,positive,0.017709732
samantha,neutral,0.010873433
eb,negative,0.01284362
a30,neutral,0.013136428
rethink,negative,0.01703113
misleading,positive,0.012514893
fendforyourself,positive,-0.012236354
audition,neutral,0.008871634
overreact,neutral,0.02049997
swag,neutral,0.016324583
wewantcomp,negative,0.019708488
140,neutral,0.0065993387
2nd,negative,-0.0014929306
scene,negative,0.0069590565
outside,neutral,-0.00080247223
1612,positive,-0.005471546
yea,neutral,0.004189316
helpless,neutral,0.020804469
range,negative,0.014634643
bruhreal,positive,0.01488008
fresh,positive,0.016791001
tpadfwlax,neutral,-0.005672382
glance,positive,-0.00065259263
starboard,positive,0.0063272268
slc,neutral,0.008561749
419,positive,0.0073632486
attend,positive,0.0079579465
camp,negative,0.020602223
gear,positive,0.01061324
condolence,negative,-0.007129048
appreciated,neutral,0.004037872
3days,negative,0.01805817
callbag,negative,0.020419218
ph,negative,-0.012915245
insanehelp,neutral,0.0028026197
winterstorm2015,negative,-0.00063562393
whichisworsedenordfw,positive,0.0118545145
dia,neutral,-0.002939511
hospitality,positive,0.020389043
crutch,positive,-0.0043976847
1408,negative,0.018091895
waiverskeep,negative,0.019833729
kcthank,neutral,0.009593898
chargersclothescoatcontact,neutral,0.00901559
lense,negative,-0.0136987595
mtg,neutral,0.014950536
pathetic,neutral,-0.00071019493
dobut,neutral,0.0022409093
timethat,neutral,0.0197751
teach,negative,0.020519577
pamper,neutral,0.0049440954
abroad,neutral,0.01175002
fend4yourself,positive,-0.005438298
youareonyourown,negative,0.016272783
587,positive,0.012649812
waif,positive,0.013842426
jana,neutral,0.018386077
acosta,positive,0.019321237
salt,neutral,0.0105512105
lake,negative,0.010918725
525,negative,0.017864648
urge,neutral,0.002536863
will1531,negative,0.010112338
ua748,positive,0.012771182
baltimore,negative,0.019907307
fllight,negative,0.017987836
stranger,negative,0.0030994453
sadly,negative,0.020922024
4439,neutral,0.016590562
happening,negative,0.014415678
fp9m6y,negative,2.4298206e-05
jennifercascinogmailcom,positive,0.019530445
roundtrip,negative,0.01973176
kiosk,neutral,0.0058780853
austinbergstrom,neutral,0.0005002357
lane,positive,0.017739337
1079871763,positive,0.009088328
valentinesday,negative,0.01011087
clever,positive,0.011683796
loveisintheair,neutral,0.01311196
ideal,negative,-0.0017314199
compact,positive,0.01772077
fold,neutral,0.010324482
ctl,negative,0.002003599
battle,positive,0.02108489
appease,positive,-0.0065413415
allright,neutral,0.009716455
power,negative,-0.0037640054
outlet,positive,0.012808148
economy,negative,0.015500214
ill,positive,0.019801084
regardless,neutral,0.0021771975
fortunately,neutral,0.013665505
girl,negative,0.020561367
deep,positive,0.01410358
7403607771,negative,0.004304828
transit,negative,0.021232057
cab,negative,0.019351337
promise,positive,-0.00055542216
capability,positive,0.01481694
context,negative,0.01850466
engineer,negative,0.0109830685
frame,neutral,0.009178216
27a,negative,0.018060196
dcadsm,positive,0.016848419
earn,negative,0.012572206
promofly,negative,0.001961384
rnd,positive,0.00804472
8090,negative,0.010555793
entrance,neutral,0.02040777
beforeafter,negative,0.009097008
whereas,neutral,-0.010397982
evaluate,negative,0.004675368
clockwork,positive,-0.00041704252
scareway,positive,0.014110468
neverfail,negative,0.01227472
proof,negative,0.015206888
device,negative,0.008381365
277,positive,0.010233231
tke,neutral,0.0052838176
div,neutral,0.02069033
2plains,neutral,0.010109041
2fails,positive,0.015756201
except,neutral,0.004923336
space,negative,-0.007033606
1151,neutral,0.019108899
goodwill,negative,0.013201069
rebecca,negative,0.014927819
levi,negative,0.012587659
veteran,positive,0.015370693
mcokeep,positive,0.017150007
topflight,neutral,0.010433268
880,negative,0.01085585
958,positive,0.018820737
inside,negative,0.016486667
ua936,neutral,0.02146608
thatbut,negative,0.0070027374
1415,neutral,-0.010770778
reassign,positive,0.02053272
',neutral,0.017810702
marketing,positive,0.0109655745
consumermarketing,positive,0.012156639
worried,positive,-0.0035138093
reunion,positive,0.01716137
organized,negative,0.012834821
breeze,negative,0.013884217
ton,neutral,0.011821203
negligence,negative,0.0027124956
bank,neutral,0.020603351
comfortable,negative,0.020080604
proficient,negative,0.017525297
enjoyable,negative,0.013940327
1hr,positive,0.007869568
46,negative,0.020390697
788,neutral,0.020170622
188,positive,0.0106389485
loooooong,positive,0.01980709
lostandforgotten,negative,0.008623855
dinner,positive,0.013291698
logical,negative,0.012496021
9hours,negative,0.017266288
flawless,negative,0.015182201
proud,positive,0.00317657
blueheros,neutral,-0.0033889208
apple,positive,0.019417312
disheartening,negative,0.009135699
familyand,positive,-0.0076488825
checkinout,positive,0.0106433965
marriott,negative,0.0034175683
suspect,negative,0.0047604647
investigate,negative,0.02108474
—,positive,0.005158549
3260,negative,0.0030440427
mht,positive,0.0034952778
grandkid,positive,0.014737584
jack,positive,0.017234236
boy,neutral,0.008713035
prince,neutral,0.0039525963
ressie,neutral,0.008167926
thursday,neutral,-0.002763657
lemme,negative,0.0055685584
burger,neutral,0.010910794
dobetter,neutral,0.0059139486
841am,positive,0.007145308
857am,positive,0.021139845
accident,positive,0.016630583
5534,positive,-0.0013529398
cmh,negative,0.0006506182
ex,positive,0.04868793
willsunday,neutral,0.017884191
luxurious,positive,0.013998006
42,neutral,0.01865198
largesize,neutral,0.013963625
waiver,neutral,0.01726133
cp”done,negative,0.010208972
230,neutral,0.010118134
als,neutral,0.012740299
orbitz,negative,0.00078742765
bin,negative,0.016855303
boarddeplane,neutral,0.014975477
myers,negative,0.011883762
1891,neutral,0.009479905
k,neutral,-0.0002663266
ow,neutral,0.017880552
25min,positive,0.019738551
loss,positive,0.015916679
reflection,neutral,0.016712964
extinct,neutral,0.0014872104
history,neutral,0.012442149
garbage,positive,0.018308468
notimpresse,positive,0.02095142
ua5168,positive,0.0046635345
ua795,negative,0.019675706
givethoseladiesraise,neutral,0.032048874
oversleep,positive,0.00041342713
uncontrollable,positive,0.021213248
irregularity,neutral,0.016699392
eligible,positive,0.00018159486
square,positive,0.01268227
police,neutral,0.017583381
sexual,positive,-0.0023283847
assult,neutral,0.016917251
occur,neutral,0.0059915204
dull,neutral,0.018743094
queue,positive,-0.005643703
bay,neutral,-0.00019021146
unnecessary,negative,0.017401464
flt348,positive,-0.0065741893
smooth,positive,-0.0052958056
medical,negative,0.020122204
supply,positive,0.020421658
limited,negative,0.0046324823
’s,neutral,0.006893143
callback,neutral,0.015158016
bed,negative,0.017886776
fallow,positive,-0.0032611731
stuffy,neutral,0.01232221
educate,positive,0.015924618
pink,neutral,-0.015673906
guitar,negative,0.018867131
thousandth,positive,0.011046801
businessfirst,negative,0.020603389
cloud,positive,0.00503191
insta,neutral,0.010449521
produce,negative,0.013476633
character,negative,0.016977582
limit,neutral,0.006079899
pointless,neutral,0.016280852
realtime,positive,0.010920752
rockingthetweet,negative,0.004197214
jvmchat,negative,-0.001219213
retribution,negative,0.015086211
stock,negative,0.013950918
average,negative,0.013269838
alas,neutral,0.007957172
2258,neutral,0.011294652
alternative,negative,0.017759465
remotely,neutral,0.006592311
hurry,neutral,0.011735417
retard,neutral,-0.013483346
13015,positive,0.017782703
properly,negative,-0.0020848885
durango,positive,0.012536056
farmington,neutral,0.012283027
slope,negative,-0.010400567
internationally,negative,-0.010072493
relax,negative,0.012383901
adv,neutral,0.0143369995
hashtag,negative,0.014394756
f,neutral,0.016989067
ticketed,positive,0.013912514
headline,negative,0.011004925
liveonfox17,negative,0.020274144
februaryfreezefox17,negative,0.021471981
assistant,positive,0.008134684
onhold,positive,0.021298852
scale,positive,-0.0011328645
measure,negative,0.0093906745
anymore,positive,-0.0020822678
unrealistic,negative,0.017558224
childridiculous,neutral,0.0035284534
uh,neutral,0.0016005542
cx,neutral,0.01289507
tel,negative,0.01821506
aviv,neutral,0.01811647
comeonpeople,negative,0.011235025
generate,positive,0.014446646
hint,positive,0.018430416
wide,negative,0.008368162
sarcasm,positive,0.017290987
various,positive,0.017511144
abandon,negative,-0.0066792388
owner,positive,0.0035361946
aacom,negative,0.020109974
twitt,positive,0.021278389
loser,positive,0.013696186
loyalty,neutral,0.019492656
rewards,negative,0.017973706
fabulous,negative,0.002403982
huh,neutral,0.00016875565
regrade,positive,-0.0046075787
3d,positive,0.020538732
wiyh,positive,0.013350654
jetbluerocks,neutral,0.008726386
stressful,positive,0.011716001
madhouse,neutral,-0.00019933283
yike,positive,-0.010386159
gogo,negative,0.008256301
laptop,positive,0.016843185
boatstyle,negative,0.0118919425
swivel,positive,0.010199122
cup,neutral,0.0080915615
dietcoke,positive,0.012816519
happyfli,positive,0.012556519
53,positive,0.014957905
virtual,neutral,0.0024081822
1014am,negative,0.020524133
919pm,negative,0.014825817
impressed,neutral,-0.0030402727
analyst,negative,0.019439079
legacy,neutral,0.015444886
cat,negative,0.01034018
1hour,negative,0.0057166684
loudlycryingface,positive,0.0029233024
dickhead,positive,-0.0004163403
methey,positive,0.015725024
duke,neutral,0.002548091
1761,negative,0.02098079
mason,positive,0.008514339
advance,negative,0.012479823
g6455c,neutral,-0.008336714
cho,negative,0.021431912
esp,neutral,0.018112965
15th,neutral,0.011100531
blumanity,positive,-0.001685733
paint,negative,0.01358249
blog,neutral,0.004490055
kci,positive,0.014554247
flighti,negative,0.015272468
95,negative,0.015084464
reservationwe,neutral,0.010691233
4199,negative,0.0048494786
1230,negative,0.015312351
deem,neutral,0.020256918
dark,positive,0.011504099
lister,positive,0.0011219643
horizon,neutral,0.011841148
ipad,positive,-0.0027371123
locally,positive,0.001859162
maint,negative,0.020696625
vent,positive,-0.0053365882
vx358,negative,0.016053587
noair,positive,0.009867728
worstflightever,neutral,0.0034391154
roast,negative,0.013659369
sfotobos,negative,0.009834055
prchase,neutral,0.01591777
retailer,positive,0.020311784
68,positive,0.012992363
wk,neutral,0.011231404
l8,neutral,-0.0059292754
keepmy,negative,0.012813561
planning,positive,0.017263047
imo,neutral,0.0070868377
helpedsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbutton,positive,0.019710142
postpone,positive,0.0033841338
confirmedso,negative,0.017142352
neptune,neutral,0.010408923
notmyfault,neutral,0.013954401
waive200fee,positive,-8.0941245e-05
ripoff,negative,0.015888996
poorcustomerservice,neutral,0.01910825
tree,negative,0.014956892
optout,positive,-0.006854304
bk,positive,0.020278852
1418,positive,0.017410684
treacherous,neutral,0.008482007
outtage,positive,0.02036494
eta,negative,0.008357139
resolution,neutral,0.0059200116
empathize,negative,0.0026897322
disappointment,positive,-0.004147958
1stclass,positive,0.015938066
withnonworking,neutral,0.017336309
entertainmnt,negative,0.008700021
unfriendlyskie,neutral,0.017965108
ta,neutral,0.012729138
thelodge,negative,0.02028587
elp,positive,-0.008699785
flyerfriendly,neutral,0.019766789
emb145,negative,-0.0023837052
elpaso,neutral,0.017088417
36,negative,0.01834587
hole,negative,0.008591633
prioritize,positive,-0.0096156625
freakin,negative,-6.0675666e-05
act,neutral,0.0106820315
beer,negative,0.008291898
bravoclappinghandsclappinghand,positive,0.015128393
clinkingbeermugsclinkingbeermug,negative,0.020290557
