Predictions,Text
7,airline need train -pron- employee lease somewhat empathetic -pron- lose -pron- luggage monika mwa need pr lesson
6,airline -pron- completely let -pron- tonight -pron- gate agent ambivalence much sad -pron- -pron-
1,airline flight cancel flightle new flight 7 hour late flightr sleep airport tonight even give -pron- boarding group seat thx
2,airline -pron- right travel day -pron- guy drop ball make long night
6,airline user customer service passive -pron- response disappoint fly sw rethink
7,airline break stroller -pron- wife baby gate check -pron- tell -pron- -pron- -pron- problem call list preferred line
2,airline joke -pron- return flight delay 3 row new record -pron- guy brokenheartsleepyface
5,airline nbd able figure workaround want help get -pron- bag less 24 hour late flightr mucha grassy ass
5,airline luggage delivery 14am really tell midnight multiple time lie crazy bad business
5,airline get common courtesy -pron- phone call answer either policy bad people fire dissaponted
5,airline apology whatever please deliver bag like -pron- say -pron- would feel like employee lie -pron-
2,airline robot run account one remember anything -pron- ask conversation
1,airline -pron- never really lose -pron- put another flight -pron- knowledge -pron- sure flight -pron- ty
2,airline respond user athlete notcool southwest
2,airline whole family special olympic athlete -pron- even call -pron- 6176533040
5,airline would really like -pron- baggage yesterday employee akron give -pron- tough time
6,southwestair glad -pron- appreciate -pron- -pron- last dollar -pron- ever get -pron- thank -pron- wretched customer service
0,airline wait 34 min baggage mdw mem inflight service suspend drink confusedface
6,airline -pron- try rebook fare wanna get away pricing -pron- disappear time refresh normal
7,airline thank -pron- 8uxzj2 pay early bird sit back
7,airline user 45 minute wait -pron- bag need sunday night
0,airline -pron- ok suppose california 5hrs ago
7,airline need cancel flight one leg flight seem online hold phone 10 minute help
1,airline alist prefer dendal flight cancel flightle 30 min prior board good option tue afternoon seriously epic fail
3,airline understand -pron- consistent consistent year -pron- know around country
7,airline deal multiple office last 3 day -pron- completely lose -pron- customer unless -pron- bag back -pron-
5,airline get call rdu -pron- baggage except help -pron- bc get -pron- fly back home
1,airline example pay 4 hotel food transport alternate city -pron- fly give clear record alt flight
2,airline tough take zero meaningful assistance strand 2 day another matter look sign -pron- care abt cust
5,airline apologize something -pron- word mean nothing action work eom
1,airline hour half -pron- come back damaged happy perseveringface
6,airline customer service rather inconsistent information
5,airline make -pron- tru find space flight customer service bad user
0,airline delay pay 77770 bs a1 ticket -pron- board flight early last board middle seat waste
1,airline first -pron- good idea thatthis would happen cancel flight -pron- early amateurish plan
1,airline disappointed -pron- handling tonight cancel flight dallas flight -pron- cancel flighted contingency
4,airline please start fly huntsville never fly american airline
3,airline -pron- -pron- care mighty dollar
4,expect help southwestair less -pron- flt canx last minute weather -pron- fly home weatherless user
2,airline really offer sweep -pron- link go work b
5,airline wifi slow -pron- totally preclude work web book swa business travel wish light 24 fire
3,airline everyone deserve red carpet tx -pron- destroy -pron- luggage give -pron- 75 voucher like want fly withthem
1,airline staff overall awful multiple airport would switch airline another flight available
5,airline flight 3130 pay 8 wifi load website functionally except -pron- live streaming unacceptable
5,airline -pron- inspire -pron- start -pron- airline combat -pron- weak ass airline sick shit
1,airline everyone flight cancel flightle today deserve 1
6,airline auto check cp holder come
5,airline wifi bad 8 investment ever make
1,airline sit newark flight 4179 cancel flightle apparent reason tell sorry 25 hrs wait
5,airline could bother help -pron- lose -pron- luggage single helpful employee owner find bwi
0,airline seriously four delay take 42 minute get vegas user connect flight ridiculous
5,airline get -pron- shit together -pron- owe -pron- 2000 -pron- bag
3,airline request -pron- boarding pass texte -pron- still receive -pron-
6,airline give -pron- one try figure -pron- could get 1 hr flight right nope delay hr seem every time
5,airline go ignore fasten seatbelt sign want see ur man enough anything -pron-
5,airline huge fan give -pron- much businessso please fix damn wifi
3,airline -pron- understand air delay -pron- control terrible telephone support app online access work
0,airline board thank -pron- guy move -pron- standby hold boarding pass since 7 p.m. yesterday
0,airline two delay flight row neither one -pron- explain
0,airline sleep floor like homeless delay flight equipment work job get2
6,airline -pron- guy stop service denver -pron- horrible get stick every time almost 24hrs
1,airline unpleasant experience phone one -pron- agent cancel flightle flight name agent -pron-
5,airline -pron- wifi anger -pron- -pron- slowness
6,airline -pron- gate long time -pron- go miss -pron- connection mdw ack
1,airline sort arrive day late flight incur overnight cost connect city cool
4,airline promise 4 room wednesday wentook3 hotel charge -pron- 79 per room -pron- pink paper need white
5,airline send -pron-
2,airline -pron- rule -pron- probably apply -pron- time sometimes shouldhaveflownjetblue
5,airline baggage delivery bwi delayed unnecessarily chaotic disappointing long trip frequent traveler
4,airline carrier fly way past sw cancel flightlation user otherairline get -pron- passenger much late flightr
2,airline extremely frustrating travel experience denver instead land sea saturday -pron- monday afternoon
0,airline call someone monday customer relation disappointed treat customer service
5,airline -pron- complimentary hotel voucher bs 79 night crappi hotel ever would wish -pron- bad enemy
5,airline bad air line ever -pron- compassion handicapped
0,airline -pron- bunch liar cancel flightle -pron- flight rebooke -pron- four day late flightr
7,airline -pron- golf bag break flight take process damage reimbursement
3,airline ridiculous -pron- want charge -pron- 209 change flight even multiple seat available flight need
4,airline thank cancel flight -pron- flight bos -pron- strand den til -pron- night 7 -pron- never fly southwest
3,airline try find airfare -pron- family -pron- price ridiculous almost 1000 user notmadeofmoney
1,airline -pron- flight delay till tomorrow curse weather
6,airline lucky -pron- force good deed get smash 2 huge ppl exit row thank god tiny facewithtearsofjoypersontippinghand
6,airline btw completely unable buy wifi -pron- flight use galaxy s4 could zoom scroll touch buy
4,airline -pron- still know ski get call back bag svc airport leave several msgs
1,airline wife flight dal get cancel flightled -pron- find option get back home 1708 phx dal
6,airline thank response flight time pass rebooke
5,less 3 less 3 rt user user sorry hear wifi connection dani please dm -pron- -pron- conf -pron- help -pron- thank
6,airline boooo like airline
1,airline find way cancel flight flight 310
1,southwestair thx note flight cancel flightled today book go another carrier
6,airline could get phone call customer service rep get issue resolve
0,airline firstboth pilot first officer galley flight
